taxonomicName,popularityRating,commonNames
Tamarix chinensis,,"Ch'Ieh Ch'Eng,Ch'Eng Liu,Tch'Eng Lieou,Ho Liu,San Ch'Un Liu,Ch'Ui Ssu Liu,Ch'Ui Liu"
Tamarix dioica,,nan
Tamarix ericoides,,nan
Tamarix gallica,,"Taray,Tamarisco,Tamarisk"
Tamarix indica,,nan
Tamarix mannifera,,Tarfa
Tamarix parvula,,Heather
Tamarix sp,,"Ilgin,Tamarix"
Tamarix tetrandra,,Erica
Tamarix thuja,,Myrica
Tamarix troupii,,nan
Tamus communis,,"Nueza Negra,Bryony,Black,Lady'S Seal,Siyah Akasma,Black Bryony,Al Karam Al Barri"
Tanacetum balsamita,,Hierba De Santa Maria
Tanacetum fruticulosum,,nan
Tanacetum gracile,,nan
Tanacetum umbelliferum,,nan
Tanacetum vulgare,,"Solucanotu,Yomogi-Giku,Tansy,Tanaceto"
Tanaecium exitiosum,,nan
Tanaecium nocturnum,,nan
Tanghinia venenifera,,Tanghin
Taraktogenos kurzii,,"Chaulmoogra,Da Gen Tzy"
Taraxacum albidum,,Sirobana-Tanpopo
Taraxacum japonicum,,Kansai-Tanpopo
Taraxacum laevigatum,,"Dandelion,Akami-Tanpopo"
Taraxacum magellanicum,,nan
Taraxacum mongolicum,,Pu Gong Ying
Taraxacum mongoliocum,,Pu Gong Ying
Taraxacum officinale,,"Kara Hindiba,Dandelion,Seiyo-Tanpopo,P'O Kung Ying,Chiang Nou Ts'Ao,Hindiba Berri,Pu Gong Ying,Diente De Leon,Khas Berri,Maitiainen,P'U Kung Ying,Huang Hua Ti Ting,Pissenlit,Chin Tsan Ts'Ao,Kou Ju Ts'Ao"
Taraxacum sp.,,nan
Tarchonanthus camphoratus,,Hottentot Tobacco
Tarenna asiatica,,nan
Tarenna grandifolia,,Julong-julong jantan
Tarenna graveolens,,nan
Tarenna mollis,,nan
Tarenna sambucina,,nan
Tarenna stanantha,,nan
Tarenna stellulata,,"Kahwah hutan (Woodland coffee),Keresek puteh (Woodland coffee"
Taverniera cuneifolia,,nan
Taxodium distichum,,nan
Taxodium heterophyllum,,Shui Sung
Taxodium mucronatum,,Ahuehuete
Taxus baccata,,"Porsuk Agaci,Seiyo-Itii,Taxo,Tejo,English Yew,Talisa"
Taxus brevifolia,,nan
Taxus canadensis,,"American Yew,nan"
Taxus cuspidata,,"Itii,Japanese Yew"
Taxus media,,nan
Taxus sp,,nan
Teclea verdooniana,,nan
Teclea verdoorniana,,nan
Tecoma capensis,,nan
Tecoma radicans,,Trumpet Creeper
Tecoma sp,,"Tekoma,nan"
Tecoma stans,,"Sauco Amarillo,Fleur De St Pierre,Chevalier,Herbe St Nicolas,Yellow Elder"
Tecoma undulata,,nan
Tectaria spinulosum,,nan
Tectona grandis,,"Jati,Kayu jati"
Teijsmanniodendron pteropodum,,Sipanooh
Telfairia pedata,,Zanzibar Oil
Telitoxicum minutiflorum,,nan
Telosma cordata,,nan
Tenerium stoloniferum,,Chia Su
Tephrosia bracteolata,,nan
Tephrosia brevipes,,nan
Tephrosia candida,,Jati
Tephrosia capensis,,nan
Tephrosia cinerea,,"Ashen Tephrosia,Timbo Rasteiro"
Tephrosia densiflora,,nan
Tephrosia grandiflora,,nan
Tephrosia hamiltonii,,nan
Tephrosia heydeana,,nan
Tephrosia hirta,,nan
Tephrosia incana,,nan
Tephrosia multifolia,,nan
Tephrosia nitens,,nan
Tephrosia noctiflora,,nan
Tephrosia periculosa,,nan
Tephrosia piscatoria,,nan
Tephrosia procumbens,,nan
Tephrosia purpurea,,"Purple Tephrosia,Indigo,Wild"
Tephrosia rufescens,,Timbo De Rais
Tephrosia sinapou,,"Guanivre,Juanivre,Enivre,Bois Enivre,Bois A Enivrer"
Tephrosia singapou,,nan
Tephrosia spinosa,,nan
Tephrosia toxicaria,,"Ai,Fishdeath Tephrosia,Bois Enivre,Aiari"
Tephrosia uniflora,,nan
Tephrosia villosa,,nan
Tephrosia virginiana,,Goat'S Rue
Tephrosia vogelii,,Vogel Tephrosia
Teramnus labialis,,Mashaparni
Terminalia alata,,nan
Terminalia arjuna,,"Kumbuk,Arjan Terminalia"
Terminalia avicennioides,,Ouolo
Terminalia belerica,,nan
Terminalia bellerica,,"Belleric Myrobalan,Belleric"
Terminalia bellirica,,"Jaha,Mentalun,Jalawe,Belleric Myrobalan"
Terminalia bialata,,White Chuglam
Terminalia brownii,,nan
Terminalia calamansanay,,nan
Terminalia catappa,,"Amandier,Almendro De Las Indias,Almendro,Almendra,L.,Amandier Des Indes,Badannier,Ketapang,Almendro De Playa,Lingtak,Indian Almond,Amandier Tropical"
Terminalia chebula,,"Ho Li Le,Abhaya,Mirobalan,Myrobalan,Indian Myrobalan"
Terminalia citrina,,Citrine Myrobalan
Terminalia comintana,,Binggas Terminalia
Terminalia coriacea,,"Sadagam,nan"
Terminalia glabra,,nan
Terminalia glaucescens,,nan
Terminalia ivorensis,,nan
Terminalia macroptera,,"Rebreb Terminalia,nan"
Terminalia microcarpa,,Decne.
Terminalia myriocarpa,,nan
Terminalia nigrovenulosa,,Chieu Lieu
Terminalia paniculata,,nan
Terminalia phellocarpa,,Pelawai
Terminalia sericea,,Mukonono
Terminalia splendida,,nan
Terminalia tomentosa,,"Asna Saj,Sain,Ain"
Terminalia travancorensis,,nan
Ternstroemia elliptica,,nan
Ternstroemia gymnanthera,,nan
Ternstroemia pringlei,,nan
Ternstroemia robinsonii,,nan
Ternstroemia sylvatica,,nan
Ternstroemia tepezapote,,nan
Tetracarpidium conophorum,,nan
Tetracera alnifolia,,nan
Tetracera breyniana,,nan
Tetracera indica,,Mempelas
Tetracera laevis,,nan
Tetracera macrophylla,,"Empelas rimba,Empelas gajah,Empelas lidah kuching"
Tetracera sarmentosa,,nan
Tetracera scandens,,"Ampelas kucing,Empelas,Mempelas tikus,Mempelas,Mempelas rimau,Mempelas puteh"
Tetracera sp,,nan
Tetracera volubilis,,"Bejuco De Agua,nan"
Tetrachne dregei,,nan
Tetraclinis articulata,,"Sandaracha,Tuya Articulada,nan"
Tetradenia fruticulosa,,Borona
Tetradymia sp,,Horsebush
Tetragastris balsamifera,,"Amacey Hembra,Bois Cochon,Masa,Bois Cochon Marron,Sucrier Des Montagnes,Amacey"
Tetragonia expansa,,Turu-Na
Tetragonia tetragonioides,,nan
Tetragonia tetragonoides,,Turu-Na
Tetrameles nudiflora,,Ganggangan
Tetramerium hispidum,,nan
Tetrapanax papyrifera,,nan
Tetrapanax papyriferum,,nan
Tetrapanax papyriferus,,nan
Tetrapterys methystica,,nan
Tetrastigma hemselyanum,,nan
Tetrastigma hemsleyanum,,nan
Tetrastigma lanceolarium,,nan
Tetrastigma loheri,,nan
Tetrastigma serrulatum,,nan
Tetrorchidium didymostemon,,nan
Teucrium botrys,,Germandree Botrys
Teucrium capense,,"Drieblaar,Koonsboisie,Katjee,Aambeibossie"
Teucrium chamaedrys,,"Yermesesi,Germander,Germandree Petit Chene,Kamaderyos,Camedrio"
Teucrium cubense,,nan
Teucrium flavum,,Teucrio Amarillo
Teucrium japonicum,,Niga-Kusa
Teucrium lucidum,,Germander
Teucrium marum,,"Maro,Thym De Chat,Hierba Del Papa,Herba Marum Veri,Katzengamander,Maro Cortuso,Catmint,Marmahhour,Kattenkruid"
Teucrium pilosum,,nan
Teucrium polium,,"Ja'Dah,Misk Al Jin,Zamarrila,Polion"
Teucrium pyrenaicum,,Teucrio Pirenaico
Teucrium scordium,,"Water Germander,Yilanotu,Garlic,Wood,Germander,Water"
Teucrium scordonia,,"Gamander,Sadje Di Bwes"
Teucrium scoridioides,,"Germander,Water"
Teucrium scorodonia,,"Camendrio Selvatico,Wilde Salie,Waldgamander,Camedris,Escorodonia,Wood Germander,Garlic Sage,Sage-Leaved Germander,Mountain Sage,Wood Sage,Germandree Sauvage,Salva Bastarda"
Teucrium sp,,nan
Teucrium thea,,nan
Thalia dealbata,,nan
Thalia geniculata,,Angutiguepo Obi
Thalictrum angustifolium,,nan
Thalictrum aquilegifolium,,nan
Thalictrum caffrum,,nan
Thalictrum collinum,,nan
Thalictrum dasycarpum,,nan
Thalictrum dioicum,,nan
Thalictrum fendleri,,nan
Thalictrum flavum,,"Pigamo,Pigamon Jaune,Meadow Rue"
Thalictrum foliolosum,,"Mamira,Mamiran,Penjari"
Thalictrum fortunei,,nan
Thalictrum hernandezii,,"Araxi,Alboquillo Del Campo,Cozticpatli"
Thalictrum javanicum,,nan
Thalictrum minus,,nan
Thalictrum neurocarpum,,nan
Thalictrum occidentale,,nan
Thalictrum polygamum,,nan
Thalictrum rubellum,,Sheng Ma
Thalictrum simplex,,nan
Thalictrum sparsiflorum,,nan
Thamnosma montana,,"Cordocillo,nan"
Thapsia garganica,,"Gargan Deathcarrot,Tapsia,Faux Turbith,Panacea D'Esculapio,Smooth Thapsia,Lasarpicium"
Thapsia villosa,,Zumillo
Thaspium aureum,,Cayir Taucancilotu
Thaumatococcus danielii,,nan
Thaumatococcus daniellii,,nan
Thecostele alata,,nan
Thecostele porlana,,Ba Chuot
Thelepogon elegans,,nan
Thelesperma gracile,,nan
Thelypteris kunthii,,nan
Themeda anathera,,nan
Themeda arguens,,"Suket merakan,nan"
Themeda gigantea,,nan
Themeda triandra,,nan
Theobroma bicolor,,Patashti
Theobroma cacao,,"Cacao,Cacaoyer,Cacao Criollo,Cacao Forastero,Chocolate,Kakao"
Theobroma glauca,,Cacao Cimarron
Theobroma leiocarpa,,Cacao Calabacillo
Theobroma mariae,,Cacaoti
Theobroma martiana,,Cacao Cimarron
Theobroma microcarpa,,Cacao Cimarron
Theobroma pentagona,,Cacao Lagarto
Theobroma purpureum,,Cacao De Mico
Theobroma subincanum,,"Cacao Cimarron,nan"
Thermopsis fabacea,,Huang Hua
Thermopsis lanceolata,,nan
Thesium angulosum,,nan
Thesium chinense,,"Kanabiki-So,Hsia Ku Ts'Ao"
Thesium costatum,,nan
Thesium linophyllum,,Velvote
Thespesia lampas,,nan
Thespesia populnea,,"Mahot,Waru lot,Feuilles D'Haiti,Alamo Blanco,Grand Mahaut,Baru,Duartiana"
Thevetia ahouai,,nan
Thevetia nereifolia,,"Yellow Oleander,Exile Tree"
Thevetia neriifolia,,"Tefeshyah,Laurier Jaune,Gelbe Oleander,Hapusha,Gele Oleander,Yellow Oleander,Difla Safra,Sari Aghu,Pachcha,Kolkaphul,Luckynut"
Thevetia nitida,,nan
Thevetia ovata,,nan
Thevetia peruviana,,"Retama,Flor Del,Ahouai Des Antilles,Serpent,Cabalonga,Feuilles Saisies,Bois Saisissement,Yellow Oleander"
Thevetia thevetioides,,"Cabrito,Yo Yotl,Codo De Fraile,Yucucaca"
Thevetia yccotli,,Yoyotli
Thladiantha dubia,,Wang Kua
Thlaspi arvense,,"Penny Cress,Hsi Ming"
Thonningia sanguinea,,nan
Thottea dependens,,Daun telinga beruang
Thottea grandiflora,,"Telinga kelawar (Flying fox ea,Bunga semubut,Seburut,Seboeroet,Keburut"
Thouinia discolor,,nan
Thrinax multiflora,,"Latanier De Mer,Latanier Lan Mer"
Thrinax wendlandiana,,nan
Thrubera corymbosa,,nan
Thuja occidentalis,,"Bati Mazizi,A'Fus,Arborvitae,American,Northern White-Cedar,Arbor-Vitae,Umur Aghaji,Mazu,Cedar,White,Arborvitae,Mazi Aghaji,Po"
Thuja orientalis,,"Po Hsiang Sui,Po Tzu,Pien Po,Po,Po Tzu Jen,Po Shih,Po Yeh Chiu,Nioi-Hiba"
Thuja plicata,,nan
Thujopsis dolabrata,,Asunaro
Thunbergia alata,,Akar ulan
Thunbergia grandiflora,,Akar patut tuau (Babbler's bil
Thunbergia laurifolia,,"Daun patut tuau (Babbler's bil,Akar tuau (Babbler's vine),Akar ketuau,Rumput melian"
Thylachium africanum,,nan
Thymbra capitatus,,Thyme.Cretan
Thymelaea hirsuta,,Bufalaga Marina
Thymelaea sanamunda,,Sanamunda
Thymelaea tinctoria,,Bufalaga
Thymus capitatus,,"Tomillo Cabezudo,Conehead Thyme"
Thymus hirtus,,nan
Thymus kotschyanus,,"Zatar,Jatar"
Thymus mastichina,,"Mastic Thyme,Time"
Thymus quinquecostatus,,Ibuki-Zyako-So
Thymus serphyllum,,Serupirumu-So
Thymus serpyllum,,"Yabani Kekik,Thyme,Wild,Serpol,Creeping Thyme"
Thymus vulgaris,,"Common Thyme,Kekik,Tati-Zyako-So,Thyme,Thym Grandes Feuilles,Du Thym,Tomillo,Zombi Nan Bois,Pile"
Thymus zygis,,Thyme
Thysanolaena maxima,,nan
Tiarella cordifolia,,"Tiarella,Coolwort,Miterwort,False Mitrewort"
Tibouchina longifolia,,nan
Tidestromia lanuginosa,,nan
Tigridia pavonia,,nan
Tilia americana,,nan
Tilia cordata,,"Ihlamur Agaci,Small-Leaved Linden,Tiyou"
Tilia europaea,,"Tilo,nan"
Tilia europea,,nan
Tilia houghi,,nan
Tilia mexicana,,nan
Tilia occidentalis,,nan
Tilia platyphyllos,,"Natu-Bodaizyu,Tilo,Tilia"
Tiliacora bequaertii,,Inaola A Liwye
Tillandsia usenoides,,"Barbe Pagnole,Barbe Espagnole"
Tillandsia usneoides,,"Barbe Pangnole,Guajaca,Barba De Velho,Barbe,Barbe Bois"
Tillandsia xiphioides,,nan
Timonius forsteri,,nan
Timonius longitubus,,nan
Timonius sericeus,,nan
Timonius sp,,nan
Tinomiscium petiolare,,Akar nasi
Tinospora capillipes,,nan
Tinospora cordifolia,,"Moonseed,K'Uan Chu Hsing,K'Uan Chin T'Eng,Nirjara,Gurach,Gulancha,Putrawali,Cochinnaruha,Heartleaved Moonseed"
Tinospora crispa,,"Daoen gadel,Poetrawali,Bratawali,Thuoc Sot Ret,Tajoengan,Bandoul Pech,Lele wedit,Olor-oloran,Aka mato alik,Andawali,Pantjasono"
Tinospora malabarica,,Sudarsana
Tinospora rumphii,,nan
Tinospora sinensis,,Xeng
Tinospora tuberculata,,"Akar seruntum,Antawali,Gasing-gasing,Daun gadel,Bratawali,Akar putawali,Petawali,Patarwali,Batang wali,Putrawali"
Tithonia diversifolia,,nan
Tithonia rotundifolia,,nan
Tithonia scaberrima,,"Palagaste,Mirasol"
Tocoyena longiflora,,nan
Toddalia aculeata,,"Wild Orange,Lopezbaum,Arbre De Lopez,Kaka Toddali,Lopez Tree"
Toddalia asiatica,,nan
Toddalia lanceolata,,nan
Tolpis capensis,,nan
Toona ciliata,,Tun
Toona sureni,,"Laoot,Ingoo"
Tordylium maximum,,Tordilio
Tordylium officinale,,Seseli
Torenia polygonoides,,"Kerak nasi,Kerak merah"
Torilis japonica,,"Yabu-Zirami,Yabujirami"
Torreya grandis,,"Fei Shu,nan"
Torreya nucifera,,nan
Toulicia bullata,,nan
Tournefortia argentea,,Velveterinaryleaf
Tournefortia bicolor,,"Racine Chiques,Herbe A Chiques,Nigua,Herbe A Malingres"
Tournefortia capitata,,Tlachichinoa
Tournefortia densiflora,,nan
Tournefortia glabra,,nan
Tournefortia gnaphalodes,,nan
Tournefortia hartwegiana,,nan
Tournefortia hirsutissima,,"Chique-Chique,Nigua,Nigua Peluda,Liane Chiques"
Tournefortia mexicana,,nan
Tournefortia montana,,nan
Tournefortia poliochros,,nan
Tournefortia umbellata,,nan
Tournefortia volubilis,,nan
Toxicodendron capense,,nan
Toxicodendron radicans,,"Poison-Ivy,Zehirli Sumak Agaci"
Toxicodendron succedaneum,,Japon Sumagi
Toxicodendron vernix,,Amerikan Sumagi
Trachelospermum asiaticum,,Teika-Kazura
Trachelospermum difforme,,nan
Trachelospermum divaricatum,,Lo Shih
Trachelospermum jasminoides,,nan
Trachelospermum lucidum,,nan
Trachelospermum stans,,Hierba De Cucaracha
Trachycarpus excelsa,,nan
Trachycarpus fortunei,,nan
Trachylobium verrucosum,,nan
Trachymene celebica,,Hemsl.
Trachyspermum ammi,,"Kamune Muliki,Mosi,Mungsi,Musi,Remuju,Jemuju,Moengsi,Nankhah,Hajimuju,Zinyan,Ostindischer Kummel,Carvi Oriental"
Trachyspermum roxburghianum,,nan
Tradescantia erecta,,Telgrafcicegi
Tradescantia sp,,nan
Tragia cannabina,,nan
Tragia fendleri,,nan
Tragia involucrata,,nan
Tragia muelleriana,,nan
Tragia nepetaefolia,,Popox
Tragia volubilis,,"Pringamoza,Ortiguilla,Pois Gratte"
Tragopogon porrifolius,,"Salsifi,Salsify"
Tragopogon pratensis,,"Salsifis Des Pres,Barba Di Becco,Goat'S Beard,Herba Thetrait,Barba Cabruna,Gele Boksbaard,Wiesen Bocksbart"
Trapa bispinosa,,"Lao Ling,Ling,Chi Shih,Ling Chio,Shiu Li"
Trapa natans,,"Sukestanesi,Lao Ling,Shiu Li Chi Shih,Castana De Agua,Gaou Fun,Hisi,Ling Chio,Ling,Fou Ling"
Treculia africana,,nan
Trema amboinensis,,nan
Trema cannabina,,nan
Trema guineensis,,nan
Trema lamarckiana,,nan
Trema orientalis,,"Anggrung,Mendarung,Narong paya"
Trema politoria,,nan
Trevesia cheirantha,,"Tapak rimau,Tapak itek (Duck footprint),Tapak harimau (Tiger footprint,Pokok kekabu,Pokok tapak rimau (Tiger ftprn"
Trevesia sundaica,,nan
Trevesia zippeliana,,"Wild Elder,nan"
Trevoa trinervia,,Chilean Trevoa
Trewia nudiflora,,nan
Trianoptiles cava,,nan
Trianthema decandra,,nan
Trianthema govindia,,nan
Trianthema monogyna,,Toston
Trianthema pentandra,,nan
Trianthema portulacastrum,,nan
Trianthema salsoloides,,nan
Trianthema triquetra,,nan
Tribulus alatus,,nan
Tribulus cistoides,,"Caprier,Abrojo,Fleurs Cape"
Tribulus lanuginosus,,Cobancokerten
Tribulus maximum,,Abrojo
Tribulus maximus,,nan
Tribulus sictoides,,Abrojo
Tribulus terrestris,,"Chi Li,Tzu,Gotub,Gokshura,Hasach,Pai Chi Li,Sha Yuan Chi Li,Abrojo,Tu Chi Li,Chih Hsing,Ji Li,Kon Jarah"
Tricalysia coffeoides,,nan
Tricalysia singularis,,nan
Tricerma phyllanthoides,,nan
Trichachne insularis,,"Herbe A Ble,Rabo De Zorra"
Trichanthera sp,,nan
Trichilia acutanthera,,nan
Trichilia arborea,,nan
Trichilia capitata,,nan
Trichilia emetica,,Mafura
Trichilia havanensis,,nan
Trichilia hirta,,"Bois Arada,Cabo De Hacha,Marie Jeanne,Napa Huite,Mombin Batard,Bresillet Batard,Trompillo,Boudou,Jacoban,Petit Mombim,Joboban"
Trichilia oblonga,,nan
Trichilia pallida,,Trois Paroles
Trichilia prieureana,,nan
Trichilia retusa,,nan
Trichocereus chiloensis,,"Quisco,Cardon De Candelabro"
Trichocereus cuzcoensis,,Giganton
Trichocereus pachanoi,,nan
Trichocline argentea,,Herba Brachycladi
Trichocoronis rivularis,,nan
Trichodesma africanum,,nan
Trichodesma indicum,,nan
Trichodesma sedgwickianum,,nan
Trichodesma zeylanicum,,nan
Trichogonia villosa,,nan
Tricholepis angustifolia,,nan
Tricholepis glaberrima,,nan
Tricholepis glaberrimum,,"Mitabid,Brahmadandi"
Trichomanes elegans,,nan
Trichomanes japonicum,,"Wu Chiu,Shih T'Ai,Shih I,Shih Fa,Kuei Li"
Trichomanes javanicum,,nan
Trichomanes pinnatum,,nan
Trichoneura grandiglumis,,nan
Trichosanthes anguina,,"Khyar,Pudal"
Trichosanthes bracteata,,"O-Karasu-Uri,nan"
Trichosanthes brasteata,,O-Karasu-Uri
Trichosanthes cordata,,"Bhui Kamara,Patol"
Trichosanthes cucumerina,,Yilankabagi
Trichosanthes cucumerioides,,Karasu-Uri
Trichosanthes cucumeroides,,"Karasu-Uri,Japanese Snake Gourd"
Trichosanthes dioica,,"Palwal,Patola,Schlangenfruchtige Haarblume,Wild Snakegourd,Patole Contourne"
Trichosanthes kirilowii,,"Kua Lou,Karo(To-Karasu-Uri),T'Ien Kua"
Trichosanthes multiloba,,"Pai Yao,Kua Lou,T'Ien Hua Fen,Kuo Lou,Qua Lau"
Trichosanthes nervifolia,,nan
Trichosanthes palmata,,"Makal,Kaundala,Hanzal I Surkha,Pai Yao Tzu"
Trichosanthes quinquiangulata,,"Gabat,Patolan Gabat"
Trichosanthes tricuspidata,,"Akar kepayang,Bolu teke"
Trichosanthes wallichiana,,"Akar kimung gagak (Crow cucumb,Akar labu ayer (Pumpkin climbe"
Trichosanthes wawraei,,Akar tibu chabang (Trefoil)
Trichosporum marmoratum,,Maman kurai
Trichosporum radicans,,Akar setebal
Trichosporum sp.,,Sawai
Trichostigma octandra,,Bejuco De Paloma
Trichostigma octandrum,,"Bonbon Coq D'Inde,Liane Barrique,Bonbon Codine,nan"
Triclisia gelletii,,Bahotot
Tridax procumbens,,nan
Tridens flavus,,nan
Trifolium africanum,,nan
Trifolium arvense,,"Yonca,Clover,Field,Rijl Al Arnab,Nafal,Laghobos"
Trifolium burchellianum,,nan
Trifolium incarnatum,,Trebol Encarnado
Trifolium medium,,"Clover,Zigzag"
Trifolium pratense,,"Kirmizi Yonca,Red Clover,Nafal,Clover,Red,Trebol,Murasaki-Tume-Kusa(Aka-Tume-Ku,Trebol Rojo,Bersim Ahmar"
Trifolium repens,,"Clover,White,White Clover,Beyaz Yonca,Nafal"
Triglochin maritima,,"Arrowgrass,nan"
Triglochin palustris,,"Arrowgreas,nan"
Triglochin striata,,nan
Trigonella caerulea,,Meliloto Azul
Trigonella coerulea,,Sweet Trefoil
Trigonella corniculata,,nan
Trigonella foenum-graecum,,"Boyotu,Hu Lu Pa,Alholva,Fenugreek,Foenum Graecum,Kelabat,K'U Tou,Koroha,Shimli,Helba,Halva,Chinagreye"
Trigonella foenumgraecum,,nan
Trigonella graeca,,Melilote
Trigonella occulta,,nan
Trigonella polycerata,,nan
Trigonella spicata,,nan
Trigonella striata,,Iklil Il Malik
Trigonostemon longifolius,,"Sambau jankang,Cha antan besar,Gadu gajah"
Trilisa odoratissima,,"Langue De Cerf Americain,Deer'S Tongue,Vanilla Leaf,Amerikaanse Hertentong,American Deertongue,Amerikanische Hirschzunge"
Trillium cernuum,,"Wakerobin,Nodding"
Trillium erectum,,"Bethroot,Amerikaanse Drielingenwortel,Amerikanische Drillingswurzel,American Beth Root,American Birthroot,Trillie Americain,Birthroot"
Trillium grandiflorum,,"Trillium,White"
Trillium latifolium,,Bethroot
Trillium nivale,,Bethroot
Trillium pendulum,,"Troix Jumeaux,Drielingenkruid,Birthroot,Trilling Herb,Beth Herb,Drillingskraut"
Trillium sessile,,nan
Trillium smallii,,Enrei-So
Trillium sp,,"Wakerobin,Nodding"
Trillium undulatum,,Bethroot
Trimezia lurida,,nan
Trimezia martinicensis,,nan
Triopteris jamaicensis,,nan
Triosteum perfoliatum,,"Tinker'S Weed,Ipecacuanha Sauvage,Horse Gentian,Wilde Ipecacuanha"
Tripetalum cymosum,,nan
Triphasia trifolia,,"Jeruk kingkip,Limau kikir,Limau keresek,Limau kiah,Orange Berry,nan"
Triplaris sp,,"Kanai,Palo Santo"
Tripterygium wilfordii,,Chekiang
Triticum aestivum,,"Wheat,Bugday,Lai,Hsiao Mai,Mo Mo,Mien,Mai Fu Tzu,Hui Mien,Ka Shih Tso,Man Tou,Mai Fu,Mien Fen,Fou Mai,Frumint,Trigo,Mai Ch'Ao,Pai Mien,Mien Chin,Cheng Ping"
Triticum sativum,,nan
Triticum sp,,"Wheat,Myrrh,nan"
Triticum spelta,,Spelt
Triumfetta bartramia,,"Sukupan,Pulut-pulut (Mucilage)"
Triumfetta bartrammia,,nan
Triumfetta lappula,,"Cadillo,Cadillo Chiquito,Cadillo De Burro,Cadillo De Perro,Mozote De Caballo"
Triumfetta rhomboidea,,Tsiatiamoty
Triumfetta rotundifolia,,nan
Triumfetta semitriloba,,Cadillo Chiquito
Triumfetta semitrilobata,,"Cadillo De Burro,Cadillo De Perro"
Trixis angustifolia,,nan
Trixis californica,,nan
Trixis divaricata,,Juan De La Calle
Trixis frutescens,,nan
Trixis longifolia,,nan
Trixis pringlei,,nan
Trixis radialis,,nan
Trixis wrightii,,nan
Tropaeolum brasiliense,,nan
Tropaeolum majus,,"Nasturtium,Hint Teresi,Capucine,Abukhanjar,Capuchina,Latin Chichegi"
Tropaeolum minus,,nan
Tropaeolum peregrinum,,nan
Tropaeolum sp,,Chichira
Trophis racemosa,,"Ramon,Bois Neuf"
Tropidia cucurligioides,,nan
Tropidia curculigoides,,"Ranchang hantu,Serugat"
Tsuga americana,,Hemlock
Tsuga canadensis,,"Hemlock,Eastern Hemlock"
Tsuga heterophylla,,nan
Tsuga orientalis,,Po Yeh Chiu
Tulbaghia acutiloba,,nan
Tulbaghia alliacea,,nan
Tulbaghia dieterlenii,,nan
Tulipa edulis,,"Chin Teng,Shan Tzu Ku,Shan Ci Gu,Amana,Shan T'Zu Ku"
Tulipa gesneriana,,nan
Tulipa latifolia,,Hiroha-Amana
Tulipa sp,,Tulip
Turbina corymbosa,,"Aguinaldo,nan"
Turbina oblongata,,nan
Turnera diffusa,,"The Bourrique,Damiana,Oreganillo,Damiane"
Turnera pringlei,,nan
Turnera subulata,,"J.E. Sm.,nan"
Turnera ulmifolia,,"Thym Des Savanes,Marilope,Marilopez,Zombi Nan Bois,Thym A Feuilles D'Orme,Du Thym,Marilope Du Thym,Thym Marron,Z'Ombi Nan Bois,Lalo"
Turraea obtusifolia,,nan
Turraea robusta,,nan
Turraea villosa,,nan
Turraea virens,,nan
Tussacia friedrichsthaliana,,nan
Tussacia sp,,nan
Tussilago farfara,,"Huki-Tanpopo,K'Uan Tung,Coltsfoot,Oksurukotu,To Wu,Farfara,Tusilago"
Tylophora brevipes,,nan
Tylophora fasciculata,,nan
Tylophora indica,,nan
Tylophora longifolia,,nan
Tylophora ovata,,nan
Tylophora perrottetiana,,nan
Tylophora polyantha,,nan
Tylophora tenuis,,Akar saput tunggal
Typha angustata,,Hime-Gama
Typha angustifolia,,"Espandana,Totora"
Typha australis,,nan
Typha domingensis,,"Jonc,Enea"
Typha elephantina,,nan
Typha latifolia,,"Gama,Cattail"
Typha laxmannii,,nan
Typha orientalis,,"Hsiang P'U,P'U O,P'U Sun"
Typha sp,,nan
Typhonium divaricatum,,nan
Typhonium giganteum,,nan
Typhonium orixense,,nan
Typhonium roxburghi,,nan
Typhonium roxburghii,,"Trenggiling mentik,Birah kechil (Little aroid)"
Typhonium trilobatum,,Ghet Kochu
Uapaca heudelotii,,nan
Uapaca staudtii,,nan
Ulex europaeus,,"Tojo,Katir Tirnagi,nan"
Ullucus tuberosus,,Ulluco
Ulmus americana,,"Elm,White,Elm,Red"
Ulmus campestris,,"English Elm,Gharghar,Warsaw Tea,Orwe,Kara Aghaj"
Ulmus carpinifolia,,Olmo
Ulmus davidianavar.japonica,,Haru-Nire
Ulmus dulcis,,"Elm,Sweet"
Ulmus fulva,,"Slippery Elm,Amerikan Karaagaci,Sweet Elm"
Ulmus glabra,,Elm
Ulmus hollandica,,Elme
Ulmus macrocarpa,,"P'Ien,Wu I,Ch'Ou Wu I,nan"
Ulmus parviflora,,nan
Ulmus parvifolia,,Lang Yu
Ulmus rubra,,"Elm,Slippery"
Ulmus sinensis,,"Yu,Shah Chih Chu,Hsiang Yu P'I,Fen,Ling Fen"
Ulmus sp,,"Karaagac,nan"
Umbellularia californica,,nan
Umbilicus fimbriatus,,"Tso Yeh Ho Ts'Ao,Hsiang T'Ien Ts'Ao,Wa Sung"
