,TAXON,ACTIVITY,CNAME,FAMILY,GENUS,SPECIES
9623,Potentilla nepalensis,"Burn,Depurative",nan,Rosaceae,Potentilla,nepalensis
9624,Potentilla pacifica,"Eye,Inflammation,Poultice,Swelling,Sore",nan,Rosaceae,Potentilla,pacifica
9625,Potentilla recta,Tumor,Pentafilon,Rosaceae,Potentilla,recta
9626,Potentilla reptans,"Astringent,Cancer,Depurative,Diarrhea,Fever,Hemostat,Lotion,Tumor,Uterus,Metrorrhagia","nan,Penthafilon,Vieleaf,Besparmak,Cincoenrama,Cinquefoil,Five-Leaf Cinquefoil,I'Hul Khamsat Awraq,Fivefinger",Rosaceae,Potentilla,reptans
9627,Potentilla rubra,Dentifrice,nan,Rosaceae,Potentilla,rubra
9628,Potentilla rupestris,"Tumor,Tea","Pentaphyllon,Siberian Tea",Rosaceae,Potentilla,rupestris
9629,Potentilla salesoviana,Sternutatory,nan,Rosaceae,Potentilla,salesoviana
9630,Potentilla sericea,Astringent,nan,Rosaceae,Potentilla,sericea
9631,Potentilla sundaica,Astringent,nan,Rosaceae,Potentilla,sundaica
9632,Potentilla supina,"Astringent,Fever",nan,Rosaceae,Potentilla,supina
9633,Potentilla thurberi,Stomach,nan,Rosaceae,Potentilla,thurberi
9634,Potentilla tormentilla,"Antidiarrheic,Astringent,Diarrhea,Dysentery,Dysmenorrhea,Hemostat,Scurvy,Styptic,Sudorific,Hemostatic,Fever,Stomachic,Tonic","nan,Kurtpencesi",Rosaceae,Potentilla,tormentilla
9635,Poterium officinale,"Anodyne,Bite(Snake),Hemorrhage,Puerperium,Sore,Styptic,Vulnerary,Wound,Astringent,Dysentery",Ti Yu,Rosaceae,Poterium,officinale
9636,Poterium sanguisorba,"Gargle,Medicine","Pimpinela Menor,nan",Rosaceae,Poterium,sanguisorba
9637,Pothoidium lobbianum,Scorpion,nan,Araceae,Pothoidium,lobbianum
9638,Pothomorphe peltata,"Abscess,Ache(Head),Burn,Diuretic,Erysipelas,Liver,Pediculicide,Sore,Sudorific,Urethritis,Leishmanniasis,Anodyne,Cataplasm,Cold,Medicine,Repellant(Tick),Swelling,Ache(Tooth)","Feuilles A Coeur,nan,Collet A Dame,Yagrumo,Broquelejo,Fait Collet",Piperaceae,Pothomorphe,peltata
9639,Pothomorphe sp,"Parturition,Venereal",nan,Piperaceae,Pothomorphe,sp
9640,Pothomorphe umbellata,"Acaricide,Burn,Liver,Stimulant,Swelling,Ache(Tooth),Abscess,Urethritis,Diuretic,Rheumatism","nan,Broquelejo,Feuilles A Coeur,Yagrumo,Feuilles De Coeur",Piperaceae,Pothomorphe,umbellata
9641,Pothos scandens,"Asthma,Convulsion,Fever,Fumitory,Epilepsy,Smallpox,Vermifuge","Juloh-juloh,Seginting,nan",Araceae,Pothos,scandens
9642,Pothos sp,Ache(Head),nan,Araceae,Pothos,sp
9643,Pourouma cecropiaefolia,"Intoxicant,Masticatory",nan,Cecropiaceae,Pourouma,cecropiaefolia
9644,Pouteria domingensis,Hypnotic,Genievre,Sapotaceae,Pouteria,domingensis
9645,Pouteria sandwicensis,"Debility,Fever",nan,Sapotaceae,Pouteria,sandwicensis
9646,Pouteria sapota,"Alopecia,Cold,Colitis,Diarrhea,Diuretic,Emetic,Epilepsy,Gargle,Gravel,Hair-Oil,Vermifuge,Sore(Throat),Cardiac,Heart,Vitiligo","nan,Sapotillier Marmelade,Zapotier,Sapote,Jaune D'Oeuf,Sapotillier,Grand Sapotillier",Sapotaceae,Pouteria,sapota
9647,Pouteria sp,"Chest,Congestion,Cold",nan,Sapotaceae,Pouteria,sp
9648,Pouzolzia denudata,"Eye(Veterinary),Wound","Detanve,Betaume",Urticaceae,Pouzolzia,denudata
9649,Pouzolzia hirta,"Bones,Dislocation,Fracture,Shampoo",nan,Urticaceae,Pouzolzia,hirta
9650,Pouzolzia indica,Lactagogue,Dadoen inget,Urticaceae,Pouzolzia,indica
9651,Pouzolzia pentandra,"Epistaxis,Refrigerant",nan,Urticaceae,Pouzolzia,pentandra
9652,Pouzolzia viminea,"Hematemesis,Hemorrhage,Stomachic,Hemostat","Landi,Jurang rambat,nan",Urticaceae,Pouzolzia,viminea
9653,Pouzolzia wightii,Soap,nan,Urticaceae,Pouzolzia,wightii
9654,Pouzolzia zeylanica,"Ache(Stomach),Boil,Breast,Cancer(Breast),Cicatrizant,Detoxicant,Dysentery,Gangrene,Lactogogue,Refrigerant,Sore,Suppurative,Ache(Tooth),Urogenital,Vermifuge,Lactagogue,Enteritis,Thirst,Vulnerary","nan,Kermah,Deresan,Ubai-ubai,Kukon-kukon,Rubai",Urticaceae,Pouzolzia,zeylanica
9655,Prangos ferulacea,Tumor,Hippomarathrum,Apiaceae,Prangos,ferulacea
9656,Prangos pabularia,"Antiseptic,Aphrodisiac,Carminative,Digestive,Diuretic,Emmenagogue,Itch,Laxative,Molluscicide,Nervine,Parturition,Stimulant,Stomachic,Tonic,Dysmenorrhea,Rot(Veterinary),Dyspepsia,Repellant(Insect),Liver,Liver-Fluke(Veterinary)","nan,Prangosier,Komal,Badiankohi,Avipriya,Hay Plant,Fiturasalium,Konal,Tibetanisches Heu",Apiaceae,Prangos,pabularia
9657,Pratia nummularia,"Coagulant,Dysentery,Hemostat,Sprue,Diaphoretic,Asthma","nan,Ketrus alas",Campanulaceae,Pratia,nummularia
9658,Premna chrysoclada,"Purgative,Fever",nan,Lamiaceae,Premna,chrysoclada
9659,Premna cordifolia,"Fever,Shortwindedness","Barooweh,Ambong Ambong Laoot",Lamiaceae,Premna,cordifolia
9660,Premna cumingiana,Malaise,nan,Lamiaceae,Premna,cumingiana
9661,Premna divaricata,"Cold,Poison,Ache(Head)","Buas-buas,nan,Akar perindu",Lamiaceae,Premna,divaricata
9662,Premna foetida,"Asthma,Fever","Pokok buru hantu,Buas-buas",Lamiaceae,Premna,foetida
9663,Premna gaudichaudii,"Anodyne,Fever,Muscle,Philter",nan,Lamiaceae,Premna,gaudichaudii
9664,Premna herbacea,"Asthma,Atrophy,Boil,Cachexia,Cough,Fever,Rheumatism,Dropsy,Cholera,Ache(Tooth)",nan,Lamiaceae,Premna,herbacea
9665,Premna integrifolia,"Deodorant,Lactagogue,Pneumonia,Tumor(Abdomen),Fever,Ache(Head)","Singkil,Bebuas,nan,Ganikarika",Lamiaceae,Premna,integrifolia
9666,Premna japonica,"Piles,Alcoholism",Fu Pei,Lamiaceae,Premna,japonica
9667,Premna latifolia,"Diuretic,Dropsy",nan,Lamiaceae,Premna,latifolia
9668,Premna mucronata,"Colic(Veterinary),Eczema,Boil",nan,Lamiaceae,Premna,mucronata
9669,Premna nauseosa,Masticatory,nan,Lamiaceae,Premna,nauseosa
9670,Premna obtusifolia,"Bactericide,Laxative,Rheumatism,Uterotonic,Carminative,Fever,Lactogogue,Neuralgia,Stomachic",nan,Lamiaceae,Premna,obtusifolia
9671,Premna odorata,Repellant(Insect),nan,Lamiaceae,Premna,odorata
9672,Premna taitensis,"Ache(Head),Ache(Stomach),Anodyne,Anticoagulant,Antidote(Fish),Arthritis,Bladder,Boil,Cough,Dysentery,Elephantiasis,Evil eye,Eye,Fever,Gonorrhea,Inflammation,Medicine,Neuralgia,Shortwindedness,Sore,Thrush,Tonic,Ache(Tooth),Tuberculosis,Unconsciousness,Hair-Dye,Laxative,Poultice,Wound",nan,Lamiaceae,Premna,taitensis
9673,Premna tomentosa,"Ache(Stomach),Diarrhea,Puerperium,Stomachic,Vulnerary,Vermifuge,Diuretic,Dropsy,Parturition","nan,Sarong burong (Bird's nest),Bunglang,Gembulang,Tembaroh",Lamiaceae,Premna,tomentosa
9674,Premna trichostoma,Fever,Medang palu,Lamiaceae,Premna,trichostoma
9675,Prenanthes alba,Bite(Snake),nan,Asteraceae,Prenanthes,alba
9676,Prenanthes altissimus,Sore,White Lettuce,Asteraceae,Prenanthes,altissimus
9677,Prenanthes purpurea,Condyloma,nan,Asteraceae,Prenanthes,purpurea
9678,Prenanthes serpentaria,"Bite(Snake),Homeopathy","Gall Of The Earth,Lion'S Foot",Asteraceae,Prenanthes,serpentaria
9679,Preslia cervina,Stomachic,Poleo Cervuno,nan,Preslia,cervina
9680,Primula auricula,"Ache(Head),Vertigo","Ayikulagi,Auricula,Garden Auricula",Primulaceae,Primula,auricula
9681,Primula denticulata,Leech,nan,Primulaceae,Primula,denticulata
9682,Primula japonica,Swelling,Kurin-So,Primulaceae,Primula,japonica
9683,Primula modesta,Wart,nan,Primulaceae,Primula,modesta
9684,Primula obconica,Allergenic,nan,Primulaceae,Primula,obconica
9685,Primula officinalis,Expectorant,Seiyo-Sakura-So,Primulaceae,Primula,officinalis
9686,Primula reticulata,"Anodyne,Poison","Bishkopra,nan",Primulaceae,Primula,reticulata
9687,Primula sieboldii,Expectorant,Sakura-So,Primulaceae,Primula,sieboldii
9688,Primula veris,"Bronchitis,Cough,Nervine,Sedative,Sudorific,Tea,Diuretic,Expectorant,Nerves,Sclerosis(Spleen)","Primavera,Cowslip,Cuhacicegi,Herba Sancti Petri",Primulaceae,Primula,veris
9689,Primula vulgaris,"Anodyne,Emetic","Tibbi Cuhacicegi,nan",Primulaceae,Primula,vulgaris
9690,Pringlea antiscorbutica,Scurvy,Kerguelen Cabbage,Brassicaceae,Pringlea,antiscorbutica
9691,Prinsepia laevis,"Anodyne,Rheumatism,Rubefacient",nan,Rosaceae,Prinsepia,laevis
9692,Prinsepia utilis,"Evil eye,Rheumatism,Rubefacient",nan,Rosaceae,Prinsepia,utilis
9693,Printzia pyrifolia,"Purgative,Tumor","nan,Sephomolo",Asteraceae,Printzia,pyrifolia
9694,Prionosciadium mexicanum,"Blennorrhagia,Carminative,Stimulant,Fever",nan,Apiaceae,Prionosciadium,mexicanum
9695,Prionosciadium sp,Fever,nan,Apiaceae,Prionosciadium,sp
9696,Prionosciadium thapsioides,"Stimulant,Digestive",nan,Apiaceae,Prionosciadium,thapsioides
9697,Prioria copaifera,"Maggot,Mange,Sore,Venereal",nan,Fabaceae,Prioria,copaifera
9698,Prismatomeris malayana,Wound,Langsit,Rubiaceae,Prismatomeris,malayana
9699,Prismatomeris tetrandra,"Ache(Stomach),Wound",nan,Rubiaceae,Prismatomeris,tetrandra
9700,Pristimera celastroides,Pediculicide,nan,Celastraceae,Pristimera,celastroides
9701,Pritchardia hillebrandii,Debility,nan,Arecaceae,Pritchardia,hillebrandii
9702,Priva cordifolia,"Eyeball,Sore,Inflammation",nan,Verbenaceae,Priva,cordifolia
9703,Priva domingensis,"Colic,Dyspepsia,Enteritis,Gastritis","Vendome,Pega-Pega,Cousin Vent",Verbenaceae,Priva,domingensis
9704,Priva lappulacea,"Colic,Diarrhea,Diuretic,Gas,Gastritis,Leucorrhea,Cough,Pertussis","Cousin Vent,Amor Seco,Vendome,Topecito De Conuco,nan",Verbenaceae,Priva,lappulacea
9705,Prochnyanthes mexicana,"Bite(Snake),Insecticide,Soap,Ache(Tooth)",nan,Agavaceae,Prochnyanthes,mexicana
9706,Procris laevigata,Shampoo,Ujah-ujahan,Urticaceae,Procris,laevigata
9707,Prosopis africana,"Aphrodisiac,Sterility","Guele,Laddo",Fabaceae,Prosopis,africana
9708,Prosopis alba,"Astringent,Lithontriptic,Ophthalmia,Tonic",nan,Fabaceae,Prosopis,alba
9709,Prosopis cineraria,"Astringent,Demulcent,Pectoral",nan,Fabaceae,Prosopis,cineraria
9710,Prosopis farcta,"Dysentery,Spasm,Swelling","Shok,Kharnook,Kharroob",Fabaceae,Prosopis,farcta
9711,Prosopis glandsulosa,"Collyrium,Dyspepsia,Emetic,Hernia,Laxative,Skin,Sore,Sore(Throat),Eruption,Eye,Umbilicus","nan,Mesquite",Fabaceae,Prosopis,glandsulosa
9712,Prosopis juliflora,"Catarrh,Cathartic,Diarrhea,Discutient,Dysentery,Emetic,Excrescence,Eye,Gargle,Cold(Head),Hoarseness,Inflammation,Pinkeye,Poison,Rennet,Stomachic,Vulnerary,Cyanogenetic,Flu,Itch,Measles,Throat,Wound,Ache(Stomach)","Bayarone Francais,nan,Bohahunda,Bayahonde,Mizquitl,Bayahonda,Mesquite,Chambron,Cambron",Fabaceae,Prosopis,juliflora
9713,Prosopis nigra,"Intoxicant,Ophthalmia,Peptic,Venereal",nan,Fabaceae,Prosopis,nigra
9714,Prosopis oblonga,Piscicide,nan,Fabaceae,Prosopis,oblonga
9715,Prosopis pubescens,"Intoxicant,Liqueur,Wound",nan,Fabaceae,Prosopis,pubescens
9716,Prosopis ruscifolia,Abortifacient,nan,Fabaceae,Prosopis,ruscifolia
9717,Prosopis sp,Cancer,Dive Dive,Fabaceae,Prosopis,sp
9718,Prosopis stephaniana,"Astringent,Dysentery",nan,Fabaceae,Prosopis,stephaniana
9719,Protea mellifera,"Lung,Cough",Sugar Protea,Proteaceae,Protea,mellifera
9720,Protea spp.,Fuel,nan,Proteaceae,Protea,spp.
9721,Protium aracouchini,"Wound,Vulnerary",nan,Burseraceae,Protium,aracouchini
9722,Protium carana,Vulnerary,nan,Burseraceae,Protium,carana
9723,Protium heptaphyllum,"Ache(Head),Fumitory,Tumor,Larvicide","nan,Charpachi",Burseraceae,Protium,heptaphyllum
9724,Protium javanicum,Intestine,Tanggooloon,Burseraceae,Protium,javanicum
9725,Protium sp,"Ache(Head),Maggot,Poison(Arrow),Suppurative,Asthma",nan,Burseraceae,Protium,sp
9726,Proustia pungens,Rheumatism,nan,Asteraceae,Proustia,pungens
9727,Prunella spinosa,Wart,Acacia,Lamiaceae,Prunella,spinosa
9728,Prunella vulgaris,"Abscess,Ache(Head),Alterative,Astringent,Boil,Cancer,Carminative,Colic,Conjunctivitis,Diuretic,Dysuria,Enterorrhagia,Expectorant,Fever,Goiter,Gout,Hemorrhage,Hepatitis,Hypertension,Inflammation,Panacea,Piles,Rheumatism,Scrofula,Sore(Throat),Spasm,Stomachic,Styptic,Swelling,Tonic,Tumor(Lung),Vulnerary,Wound,Medicine,Unguent,Antiseptic,Anxiety,Bruise,Diarrhea,Gargle,Leucorrhea,Ophthalmia,Refrigerant,Tinnitus,Vertigo","nan,Hsia Ku Ts'Ao,Adi Erikotu,Selfheal,Consolida Minor,Sicklewort,Consuelda Menor,Healall,Xia Ku Cao",Lamiaceae,Prunella,vulgaris
9729,Prunella vulgarisvar.lilacina,"Antiphlogistic,Diuretic",nan,Lamiaceae,Prunella,vulgaris
9730,Prunus allegheniensis,Cyanogenetic,nan,Rosaceae,Prunus,allegheniensis
9731,Prunus amygdalus,Shampoo,nan,Rosaceae,Prunus,amygdalus
9732,Prunus armeniaca,"Anemia,Antidote,Antidote(Cyanide),Antitussive,Aphrodisiac,Asthma,Bronchitis,Catarrh,Constipation,Cosmetic,Cough,Cyanogenetic,Demulcent,Expectorant,Eye,Fertility(Female),Fever,Heart,Panacea,Pectoral,Plethora,Poison,Preventitive,Sedative,Spasm,Thirst,Tonic,Tumor,Vermifuge,Cold,Immortality,Inflammation,Vulnerary,Emollient,Hemorrhage,Puerperium","Kayisi Agaci,nan,Hsing,Mish Mish,T'Ien Mei,Hsing Jen T'Ang,Albaricoquero,Sha Hsing,Hsing Su,Mu Hsing,Arig,Apricot,Mei Hsing,Chin Hsing,Qaisi,Aprecock,Hsing Jin,Jou Hsing,Shan Hsing,Lai Hsing,Kaise",Rosaceae,Prunus,armeniaca
9733,Prunus armeniacavar.ansu,"Antitussive,Aperient,Expectorant",Anzu,Rosaceae,Prunus,armeniaca
9734,Prunus avium,"Astringent,Gluttony,Heart,Tonic,Cyanogenetic","nan,Sweet Cherry,Cerezo,Ciliegio Selvatico",Rosaceae,Prunus,avium
9735,Prunus brachybotrya,Poison,nan,Rosaceae,Prunus,brachybotrya
9736,Prunus capuli,"Condyloma,Dysentery,Eye,Inflammation,Liqueur,Ophthalmia,Spasm,Thirst,Ulcer,Diarrhea,Fever,Poison,Collyrium","Capollaxipehualli,nan",Rosaceae,Prunus,capuli
9737,Prunus capulis,Cyanogenetic,nan,Rosaceae,Prunus,capulis
9738,Prunus cerasoides,"Burn,Gravel,Religion,Wound",nan,Rosaceae,Prunus,cerasoides
9739,Prunus cerasus,"Calculus,Cancer(Nose),Cough,Cyanogenetic,Diarrhea,Diuretic,Fever,Nervine,Pectoral,Renitis,Sedative,Tea,Tonic,Tumor,Astringent,Liqueur","Cerisier,Kerrsebere,nan,Kiraz,Karez,Sour Cherry,Guindo,Ge Lase",Rosaceae,Prunus,cerasus
9740,Prunus ceylanica,"Ache(Stomach),Cyanogenetic,Piscicide",nan,Rosaceae,Prunus,ceylanica
9741,Prunus domestica,"Apertif,Bones,Bruise,Cyanogenetic,Demulcent,Hysteria,Laxative,Liqueur,Liver,Poison,Refrigerant,Sprain,Ache(Tooth),Tumor,Cholagogue,Fever,Flux","Plum,Li,nan,Ameixeira,Garden Plum,Prunier,Chia Ch'Ing Tzu,Susino",Rosaceae,Prunus,domestica
9742,Prunus dulcis,"Alterative,Astringent,Corn,Cough,Demulcent,Discutient,Dyspnea,Emollient,Eruption,Gingivitis,Heartburn,Internulcer,Itch,Poison,Prurigo Senilis,Sclerosis(Spleen),Sedative,Skin,Sore,Spasm,Stimulant,Stomatitis,Tonic,Tumor,Asthma,Cyanogenetic,Lung,Carminative,Cold,Diuretic,Laxative,Lithontriptic,Nervine,Tumor(Bladder)","nan,Almendra,Pa Tan Hsing,Tatlibadem Agaci,Bitter Almond,Almond,Bitter,Almendro,Almond,Sweet",Rosaceae,Prunus,dulcis
9743,Prunus emarginata,"Bandage,Canker,Cold,Eczema,Preventitive,Sore,Stomatitis,Tonic,Tuberculosis,Nursing,Heart,Panacea,Newborn,Rash",nan,Rosaceae,Prunus,emarginata
9744,Prunus institia,"Apertif,Astringent,Cyanogenetic,Digestive","Albrunheiro,Damson,nan,Kroosjes",Rosaceae,Prunus,institia
9745,Prunus japonica,"Cardialgia,Demulcent,Deobstruent,Diuretic,Dropsy,Fever,Laxative,Lenitive,Ophthalmia,Rheumatism,Vermifuge,Ache(Tooth),Dyspepsia,Dysuria","Ch'Ang Ti,T'Ang Ti,Yu Li,Ch'Iao Mei,nan,Niwa-Ume",Rosaceae,Prunus,japonica
9746,Prunus javanica,"Vermicide,Vermifuge",nan,Rosaceae,Prunus,javanica
9747,Prunus laurocerasus,"Anodyne,Antitussive,Cancer,Cyanogenetic,Nausea,Poison,Sedative,Spasm,Tonic,Tumor,Narcotic,Cough","Taflan Agaci,Seiyo-Bakuti-No-Ki,Cherry Laurel,Laurier Cerise,Lauroceraso,nan",Rosaceae,Prunus,laurocerasus
9748,Prunus laurocerasusvar.angustifolia,Antitussive,Hosoba-Seiyo-Bakuti-No-Ki,Rosaceae,Prunus,laurocerasus
9749,Prunus mahaleb,"Debility,Diuretic,Fumitory,Insecticide,Liqueur,Perfume,Poison,Stomachic,Tonic,Sclerosis","Mahaleb Kerezi,Idris,Mahaleb Cherry,nan,Mahlab,Mahleb",Rosaceae,Prunus,mahaleb
9750,Prunus mume,"Abdomen,Achlorhydria,Anodyne,Antidote(Fish),Apertif,Astringent,Cancer,Cancer(Breast),Cancer(Lymph),Cancer(Nose),Cancer(Pharynx),Cancer(Thyroid),Carminative,Cyanogenetic,Diarrhea,Dysentery,Epilepsy,Fever,Flux,Malaria,Menorrhagia,Ornament,Preventitive(Boil),Preventitive(Heat-Rash),Spasm,Styptic,Syphilis,Thirst,Typhoid,Vermifuge,Adenopathy,Cancer(Gastric),Cold,Antidote(Sulfur),Cough,Food,Nausea,Stomachic,Wound,Cholera","nan,Mei,Ch'Ing Mei,Wu Mei,Ume,Pai Mei",Rosaceae,Prunus,mume
9751,Prunus myrtifolia,Dentifrice,Almendrito,Rosaceae,Prunus,myrtifolia
9752,Prunus napaulensis,Poison,nan,Rosaceae,Prunus,napaulensis
9753,Prunus nigra,"Cyanogenetic,Wart","nan,Cerezo Negro",Rosaceae,Prunus,nigra
9754,Prunus occidentalis,Asthma,"nan,Almendro",Rosaceae,Prunus,occidentalis
9755,Prunus padus,"Astringent,Cancer,Cough,Cyanogenetic,Diuretic,Fever,Poison,Sedative,Spasm,Stomachic,Tonic,Sudorific","Kuskirazi Agaci,Hegg,nan",Rosaceae,Prunus,padus
9756,Prunus paniculata,Tea,nan,Rosaceae,Prunus,paniculata
9757,Prunus pensylvanica,Cyanogenetic,nan,Rosaceae,Prunus,pensylvanica
9758,Prunus persica,"Ache(Ear),Antiphlogistic,Antitussive,Aperient,Boil,Cancer,Cancer(Esophagus),Cyanogenetic,Demulcent,Diuretic,Dropsy,Dysmenorrhea,Dyspepsia,Expectorant,Halitosis,Hyperemia,Hypertension,Laxative,Lockjaw,Ornament,Poison,Poison-Ivy,Poultice,Preventitive,Purgative,Scurvy,Sedative,Skin,Sore(Throat),Vermifuge,Wart,Wound,Blister,Bruise,Burn,Cathartic,Constipation,Food,Fumitory,Ache(Head),Alterative,Anodyne,Appendicitis,Astringent,Dysentery,Eczema,Fever,Pneumonia,Shingles,Bronchitis,Hemorrhage","nan,Momo,Pecher,Tao Ren,Seftali Agaci,T'Ao P'I Chiu,Melocotonero,Sheftali,Khokh,Pesco,Peach",Rosaceae,Prunus,persica
9759,Prunus pseudocerasus,"Bite(Snake),Cosmetic,Freckle,Virility,Complexion,Flux,Vermifuge","Ying T'Ao,Yai Mi,Han T'Ao",Rosaceae,Prunus,pseudocerasus
9760,Prunus puddum,Tumor(Glands),Padmaka,Rosaceae,Prunus,puddum
9761,Prunus rhamnoides,Poison,nan,Rosaceae,Prunus,rhamnoides
9762,Prunus salicina,"Arthritis,Stomachic,Thirst",nan,Rosaceae,Prunus,salicina
9763,Prunus serotina,"Anodyne,Astringent,Bronchitis,Cancer,Cold,Cough,Cyanogenetic,Dyspepsia,Expectorant,Fever,Measles,Medicine,Metrorrhagia,Nervine,Poison,Scrofula,Sedative,Syphilis,Tonic,Tuberculosis,Vermifuge,Diarrhea,Myalgia,Pectoral,Liqueur,Phthisis,Calmative,Parturition","nan,Virginya Kirazi,Cherry,Wild,Black Cherry,Rum Cherry,Wild Cherry",Rosaceae,Prunus,serotina
9764,Prunus sp,"Cancer,Polyp(Nose),Preventitive(Cancer),Rhinitis,Tumor","Almond,Jui Ho,Pai Sui,Cacapolton",Rosaceae,Prunus,sp
9765,Prunus sphaerocarpa,Asthma,nan,Rosaceae,Prunus,sphaerocarpa
9766,Prunus spinosa,"Astringent,Cancer,Cyanogenetic,Diuretic,Emmenagogue,Fever,Laxative,Liqueur,Purgative,Styptic,Vermifuge,Nephritis,Depurative","Cakalerigi,Sloethorn,nan,Endrino",Rosaceae,Prunus,spinosa
9767,Prunus spinulosa,"Vermifuge,Dyspepsia",Lin Mu,Rosaceae,Prunus,spinulosa
9768,Prunus tomentosa,"Cardialgia,Demulcent,Deobstruent,Diuretic,Dyspepsia,Fever,Lenitive,Rheumatism,Ache(Tooth),Ophthalmia,Dropsy,Vermifuge","Shan Ying T'Ao,Yusura-Ume,Mei T'Ao,Chu T'Ao,Li T'Ao",Rosaceae,Prunus,tomentosa
9769,Prunus undulata,Cyanogenetic,nan,Rosaceae,Prunus,undulata
9770,Prunus virginiana,"Ache(Head),Anodyne,Cold,Cyanogenetic,Diarrhea,Dysentery,Dyspepsia,Fever,Fumitory,Intoxicant,Lung,Malaria,Measles,Parturition,Piles,Purgative,Sedative,Sore,Sore(Eye),Stomach,Tuberculosis,Vermifuge,Collyrium,Emetic",nan,Rosaceae,Prunus,virginiana
9771,Prunus virginianum,"Dysentery,Hemostat,Wound",nan,Rosaceae,Prunus,virginianum
9772,Prunus yedoensis,"Antitussive,Ornament",Somei-Yosino,Rosaceae,Prunus,yedoensis
9773,Prunus zippeliana,"Antitussive,Medicine","Bakuti-No-Ki,nan",Rosaceae,Prunus,zippeliana
9774,Psammogeton canescens,Stomachic,nan,Apiaceae,Psammogeton,canescens
9775,Psammotropha mucronata,Constipation,nan,Molluginaceae,Psammotropha,mucronata
9776,Pseudarthria viscida,"Heart,Rheumatism,Asthma,Bilious,Fever,Heat,Piles,Vermifuge,Astringent",nan,Fabaceae,Pseudarthria,viscida
9777,Pseudelephantopus spicatus,"Ache(Stomach),Arthritis,Collyrium,Depurative,Diarrhea,Dysentery,Fever,Ophthalmia,Soap,Sprain,Venereal","nan,Lengue De Vaca,Langue Boeuf",Asteraceae,Pseudelephantopus,spicatus
9778,Pseuderanthemum bicolor,"Aphthaee,Sore,Cicatrizant,Wound",nan,Acanthaceae,Pseuderanthemum,bicolor
9779,Pseuderanthemum graciliflorum,Parturition,Kemoja hutan,Acanthaceae,Pseuderanthemum,graciliflorum
9780,Pseuderanthemum hirtipistillum,Parturition,Pokok seranting rimba,Acanthaceae,Pseuderanthemum,hirtipistillum
9781,Pseudobombax septenatum,Medicine,nan,Bombacaceae,Pseudobombax,septenatum
9782,Pseudocalymma alliaceum,Rheumatism,nan,Bignoniaceae,Pseudocalymma,alliaceum
9783,Pseudocedrela kotschyi,Rheumatism,nan,Meliaceae,Pseudocedrela,kotschyi
9784,Pseudolmedia spuria,"Ache(Head),Malaria,Styptic,Anodyne",nan,Moraceae,Pseudolmedia,spuria
9785,Pseudophoenix lediniana,Intoxicant,Pti-Coco,Arecaceae,Pseudophoenix,lediniana
9786,Pseudospondias microcarpa,Dysentery,Bololo,Anacardiaceae,Pseudospondias,microcarpa
9787,Pseudotsuga menziesii,"Bactericide,Coffee,Diarrhea,Insecticide,Rheumatism,Tea,Venereal,Cold,Carbuncle,Sweat-Bath,Steam-Bath",nan,Pinaceae,Pseudotsuga,menziesii
9788,Pseudotsuga taxifolia,Tea,Douglas Fir,Pinaceae,Pseudotsuga,taxifolia
9789,Psidium cinereum,Hemorrhage,nan,Myrtaceae,Psidium,cinereum
9790,Psidium guajava,"Ache(Stomach),Astringent,Bactericide,Bronchitis,Cachexia,Carbuncle,Catarrh,Cholera,Chorea,Cold,Convulsion,Cough,Dermatosis,Diarrhea,Dropsy,Dysentery,Epilepsy,Evil eye,Fattening,Fever,Gingivitis,Hysteria,Intestine,Itch,Jaundice,Laxative,Leucorrhea,Nausea,Nephritis,Rheumatism,Scabies,Sore,Spasm,Sprain,Stomach,Swelling,Tonic,Ache(Tooth),Vermifuge,Vulnerary,Wound,Antidote,Antiseptic,Cicatrizant,Piles,Bowel,Colic,Deafness,Dentifrice,Depurative,Dyspepsia,Hemostat,Respiratory,Skin,Ulcer,Emmenagogue,Sore(Throat)","Goyave,nan,Guava,Jambu portugal (Portuguese Eug,Goyavier,Jambu padang (Openfield Eugeni,Guayaba,Goavier,Jambu biji (Seedy Eugenia),Jambu burong (Bird Eugenia),Bayawas,Djambu,Petokal,Dipajaya,Tokal,Gouyave,Perala,Djamboe,Jambu pelawas",Myrtaceae,Psidium,guajava
9791,Psidium incanescens,"Hemorrhage,Astringent",nan,Myrtaceae,Psidium,incanescens
9792,Psidium sartorianum,"Tonic,Astringent","nan,Pichiche",Myrtaceae,Psidium,sartorianum
9793,Psidium sartorium,Astringent,Arrayan,Myrtaceae,Psidium,sartorium
9794,Psilopeganum sinense,Dropsy,nan,Rutaceae,Psilopeganum,sinense
9795,Psilostrophe sp,Poison,Paperflower,Asteraceae,Psilostrophe,sp
9796,Psilotum complanatum,Tea,nan,Psilotaceae,Psilotum,complanatum
9797,Psilotum nudum,"Diarrhea,Tea,Thrush,Bactericide",nan,Psilotaceae,Psilotum,nudum
9798,Psittacanthus americanus,"Abortifacient,Chorea,Syphilis,Tumor,Emmenagogue,Hysteria,Resolvent,Vulnerary",nan,Loranthaceae,Psittacanthus,americanus
9799,Psittacanthus calyculatus,"Cosmetic,Wound",nan,Loranthaceae,Psittacanthus,calyculatus
9800,Psittacanthus cordatus,Malaria,nan,Loranthaceae,Psittacanthus,cordatus
